query,rank,song,artist,text,score,relevance
Letting go,8,Let Me Go,Cake,"Instead of her hips  
When she talks she moves her mouth  
Instead of her lips  
  
And I've waited for her for so long  
I have waited for her for so long  
I've wondered if I could hang on  
I wonder if I could hang on  
  
Let me go she said  
Let me go she said  
Let me go and I will want you more  
Let me go, let me go  
Let me go and I will want you  
  
When she wants, she wants the sun  
Instead of the moon  
When she sees, she sees the stars  
Inside of her room  
  
And I've waited for her for so long  
I have waited for her for so long  
I've wondered if I could hang on  
I wonder if I could hang on  
  
Let me go she said  
Let me go she said  
Let me go and I will want you more  
Let me go she said let me go  
Let me go and I will want you  
Let me go she said  
Let me go she said  
Let me go she said let me go  
Let me go she said  
Let me go let me go  
Let me go let me go  
Let me go let me go  
Let let me go...  

",2.280100107192993,
Letting go,9,Let My People Go,Kelly Family,"When Israel was in Egypt's land  
Let my people go  
Oppressed so hard, they could not stand  
Let my people go  
Go down  
Moses  
Way down in Egypt's land  
Tell ol'  
Pharaoh  
Let my people go  
Thus said the Lord, bold Moses said  
Let my people go  
If not, I'll smite your first-born dead  
Let my people go  
Go down, Moses  
Go down  
Go down  
Moses  
Moses  
Way  
Way  
Down  
Down  
In Egypt's landbr Tell ol'  
Pharaoh  
Let my people go  
Lalala...  
Go down  
Moses  
Way  
Way  
Down  
Down  
In Egypt's land  
Tell ol'  
Pharaoh  
Let my people go  
Let my people go  
Let my people go  
Thus said the Lord, bold Moses said  
You let my good people go  
If not I'll smite your first-born dead  
You let my good people go  
Go down  
Moses  
Way down in Egypt's land  
Tell ol'  
Pharaoh  
Let my people go  
Thus said the Lord, bold Moses said  
Let my people go  
If not, I'll smite your first-born dead  
Let my people go  
Go down  
Going down  
Moses  
Moses  
Way  
Way  
Down  
Down  
In Egypt's land  
Tell ol'  
Pharaoh  
Let my people go  
Let my people go  
Let my people go  
So here we go  
Let my people go  
Oh is that so  
Let my people go  
When Israel was in Egypt's land  
You let my people go  
Oppressed so hard that they could not stand  
Let my people go  
Go down  
Going down  
Moses  
Way down in Egypt's land  
Tell ol'  
Tell ol'  
Pharaoh  
Pharaoh  
Let my people go  
Let my people go  
Let my people go-acapo

",2.27839994430542,
Letting go,10,Come On Baby Let's Go Downtown,Neil Young,"Come on, baby, let's go downtown,  
Let's go, let's go,  
Let's go downtown.  
Come on, baby, let's go downtown,  
Let's go, let's go,  
Let's go downtown.  
  
Walk on, talk on,  
Baby tell no lies.  
Don't you be caught  
With a tear in your eye.  
  
Sure enough,  
They'll be sellin' stuff  
When the moon begins to rise.  
Pretty bad when  
You're dealin' with the man,  
And the light shines in your eyes.  
  
Come on, baby, let's go downtown,  
Let's go, let's go,  
Let's go downtown.  
Come on, baby, let's go downtown,  
Let's go, let's go,  
Let's go downtown.  
  
Snake eyes, French fries  
And I got lots of gas.  
Full moon and a jumpin' tune,  
Now you don't have to ask.  
  
Sure enough,  
They'll be sellin' stuff  
When the moon begins to rise.  
Pretty bad when  
You're dealin' with the man,  
And the light shines in your eyes.  
  
Come on, baby, let's go downtown,  
Let's go, let's go,  
Let's go downtown.  
Come on, baby, let's go downtown,  
Let's go, let's go,  
Let's go downtown.  
  
Walk on, talk on,  
Baby tell no lies.  
Don't you be caught  
With a tear in your eye.  
  
Sure enough,  
They'll be sellin' stuff  
When the moon begins to rise.  
Pretty bad when  
You're dealin' with the man,  
And the light shines in your eyes.  
  
Pretty bad when  
You're dealin' with the man,  
And the light shines in your eyes.

",2.2781999111175537,
Loneliness,1,All Is Loneliness (in Album Joplin In Concert ),Janis Joplin,"All is loneliness  
Loneliness here for me  
Loneliness here for me.  
All is loneliness  
Loneliness here for me  
Loneliness here for me.  
All is loneliness  
Loneliness here for me  
Loneliness here for me.  
All is loneliness  
Loneliness here for me  
Loneliness here for me.  
All is loneliness  
Loneliness here for me  
Loneliness here for me  
Loneliness here for me  
Loneliness here for me.  
Loneliness come on bother me  
Want me 'round my door.  
I get loneliness  
I get loneliness  
I get loneliness  
I get loneliness  
Loneliness, heck I said loneliness  
Lord, loneliness, yeah, I said loneliness.  
I said loneliness come on by my bed  
Gonna worry me 'round on my door-mat.  
I said loneliness come and found me,  
I said you found me whole.  
Yeah and now loneliness  
Lordy Lordy loneliness  
Lordy Lordy loneliness  
Lordy Lordy loneliness  
Yeah, loneliness  
Oh loneliness  
Oh loneliness  
Oh loneliness  
Oh loneliness  
Oh loneliness  
Oh loneliness  
Oh loneliness  
Ah loneliness  
Ah loneliness  
Loneliness  
Loneliness  
Loneliness  
Loneliness.  
Every day when I walk home  
I see loneliness  
When I waited for my baby.  
You know I open my front door,  
I said Mr. Loneliness is waiting for me at home  
Lordy, Lord at home, Lord at home, Lo-o-o-rd at home.  
You know, I get home every day, Lord,  
There ain't nobody waiting there, man  
And I ain't got no girlfriends, and I ain't got no boyfriends, man.  
I ain't got no any kind of friends, man, I ain't got no...  
My tv set doesn't work, my radio doesn't work, man.  
I come home there's nothing  
Nothing, man, there's no animals moving,  
There's nothing, man  
Walk in that door seems like I'm sitting there every day, man.  
Lord, loneliness  
Lord, loneliness  
Ah, ah, loneliness  
Loneliness  
Loneliness  
Loneliness  
Loneliness  
Lord.  
All right!

",4.842299938201904,
Loneliness,2,All Is Loneliness ( In Album Magic Of Love ),Janis Joplin,"All is loneliness  
Loneliness before me  
Loneliness before for me.  
Loneliness.  
All is loneliness  
Loneliness before for me  
Loneliness before for me.  
All is loneliness  
Loneliness before for me  
Loneliness before for me.  
All is loneliness  
Loneliness before me  
Loneliness before me.  
All is loneliness  
Loneliness before me  
Loneliness before me  
Loneliness before me  
Loneliness.  
Loneliness comes botherin' round my house  
Loneliness comes botherin'  
Loneliness comes botherin'  
Loneliness comes botherin' round my house  
It was loneliness.  
Loneliness comes worryin' round my door  
Loneliness comes worryin'  
Loneliness comes worryin'  
Loneliness comes worryin' round my door  
It was loneliness.  
It was loneliness  
Babe, loneliness  
It was loneliness, loneliness, loneliness, loneliness  
I said, help me baby, come on, c-c-come come on now,  
Help me babe c-come come on  
B-b-b-baby hear me  
Oh babe-b-b-baby hear me  
Oh babe babe babe babe baby help me  
Tell my story now  
It's alright with you  
Tell my story now, alright with you,  
Help me baby baby, come on come on  
Come on and help me baby  
Come on, come on out baby  
No, no, no, no, no, no, no,  
Honey nothin'  
Honey hurt you no more no no no more  
Oh Lord, oh Lord, oh Lord,  
Oh baby, oh baby, help me someone  
Help me some  
No, no, no, no, no, no, no reason, I don't need  
No, no, no, no, no, no, I don't need  
No, no, no, no, Lord, it won't be long  
Loneliness  
All is loneliness  
Loneliness before me  
Loneliness before for me.  
Loneliness.  
All is loneliness  
Loneliness before me  
Loneliness before for me.  
Loneliness.  
All is loneliness  
Loneliness before me  
Loneliness before for me.  
Loneliness before for me.  
Loneliness before for me.  
Loneliness.

",4.837699890136719,
Loneliness,3,All In Loneliness,Janis Joplin,"All is loneliness before me  
Loneliness before me.  
Loneliness.  
All is loneliness  
Loneliness before me  
Loneliness before me  
Loneliness before me  
Loneliness before me  
Loneliness before me.  
All is loneliness  
Loneliness before me  
Loneliness before me  
Loneliness before me  
Loneliness before me  
Loneliness before me  
Loneliness.  
Loneliness come botherin' 'round my house  
Loneliness come botherin'  
Loneliness come botherin'  
Loneliness come botherin' round my house  
Loneliness  
Loneliness come worryin' round my door  
Loneliness come worryin'  
Loneliness come worryin'  
Loneliness come worryin' round my door  
Loneliness, oh loneliness  
All is  
Loneliness before me  
Loneliness before me  
Loneliness before me  
Loneliness before me  
Loneliness before me  
Loneliness before me  
Loneliness...

",4.830999851226807,
Loneliness,4,Loneliness,Yoko Ono,"There're many things in life I can endure  
One such thing is poverty  
But loneliness, loneliness  
Is one thing I can't endure  
  
There're many things in the world I can endure  
One such thing is humility  
But loneliness, loneliness  
(Loneliness, loneliness)  
Is something I can't endure  
  
How could I stand loneliness, loneliness?  
How are you suppose to cope with loneliness, loneliness?  
How would one live with loneliness, loneliness, lo, oh, loneliness?  
(Oh, loneliness)  
  
There are many things in time and space I can endure  
In fact, I can endure most anything  
But loneliness, loneliness  
(Loneliness, loneliness)  
Is something I can't endure  
  
How could I stand loneliness, loneliness?  
How are you suppose to cope with loneliness, loneliness?  
How would one live with loneliness, loneliness, lo, oh, loneliness?  
Lo, oh, loneliness  
  
Loneliness, so lonely, loneliness, so lonely  
Loneliness, so lonely, loneliness, so lonely  
Loneliness, so lonely, loneliness, so lonely  
Loneliness, so lonely, loneliness, so lonely  
Loneliness, so lonely

",4.8246002197265625,
Loneliness,5,Loneliness,Roy Orbison,"Loneliness is the worst thing in the world  
To be alone all the day long  
No ring on the phone, yeah this is wrong  
Low down loneliness  
  
This loneliness, I must confess  
Yes it's a mess of this loneliness  
Low down loneliness, loneliness all around  
Loneliness, you have found me loneliness  
  
Oh loneliness, all of the time  
Such loneliness, you're so unkind  
Low down loneliness  
Loneliness everywhere  
Loneliness, I've got more that my share  
  
Oh loneliness, my destiny  
Yeah loneliness, was I born to be  
In low down Loneliness? Loneliness

",4.747700214385986,
Loneliness,6,Loneliness Is A Feeling,Bob Seger,"As the sand dunes of time march on  
The wind blows the storms to the shore  
Sadness and loneliness hand in hand  
Lord I feel no more  
Loneliness is a feeling  
  
I'm lost in a world with love all around  
Standing there like a pillar of salt  
Don't know the day, my hair's turning grey  
Ooh is the tide coming to take my blues away  
  
Loneliness is a feeling  
Loneliness is a feeling  
Loneliness is a feeling  
  
When she tells you your love was a sin  
You lie in your bed all alone  
And all the children come in to your heart  
Lord I feel no more  
Loneliness is a feeling  
  
Loneliness, loneliness  
Loneliness, loneliness  
Loneliness, loneliness  
Loneliness, loneliness

",4.697800159454346,
Loneliness,7,Loneliness,Grand Funk Railroad,"Loneliness cries deep from my soul,  
Keeps trying to tell me about the world growing so cold.  
Too many people trying to take from my earth,  
But we can't live without controlling our birth.  
  
Deep inside a voice cries out for you,  
It's not alone 'cause, people, I been cryin' too.  
If we don't stop what we all see is wrong,  
I guarantee you mankind won't live long.  
  
[Chorus]  
There's a land, a glorius land,  
It's right here on earth.  
Understand what you can from the land,  
Your life is it's worth.  
Woah-oh, woah-oh, woah-oh-oh.  
Woah-oh, woah-oh, woah-oh-oh.  
Woah-oh, woah-oh, woah-oh-oh.  
  
To face the problems that everyone's found,  
We must replace what we took out of the ground.  
Pray for your brother, let your soul find a way,  
Help one another, oh, please listen to what I say.  
  
[Chorus]  
  
Loneliness  
Oh, I can't get away from loneliness  
Yeah, loneliness oooo  
Loneliness  
Yeah, loneli- loneli- lo-neliness  
I just can't get away from loneli- loneliness  
Yeah, yeah  
  
Loneliness  
Can't get away from loneliness  
Can't get away from loneliness  
Can't get away from loneliness  
Can't get away from loneliness  
Can't get away from loneliness  
Can't get away from loneliness  
Can't get away from loneliness  
Can't get away from loneliness  
Can't get away from loneliness

",4.6631999015808105,
Loneliness,8,Killing Loneliness,HIM,"Memories sharp as daggers  
Pierce into the flesh of today  
The suicide of love took away all that matters  
And buried the remains in an unmarked grave in your heart  
  
With the venomous kiss you gave me, I'm killing loneliness  
With the warmth of your arms, you saved me  
Oh, I'm killing loneliness with you  
The killing loneliness that turned my heart into a tomb  
I'm killing loneliness  
  
Nailed to the cross together  
As solitude begs us to stay  
Disappear with a lie forever  
And denounce the power of death over our souls and secret brings us in to
start a war  
  
With the venomous kiss you gave me, I'm killing loneliness  
With the warmth of your arms, you saved me  
Oh, I'm killing loneliness with you  
The killing loneliness that turned my heart into a tomb  
I'm killing loneliness  
  
Killing loneliness  
I'm killing loneliness  
With the venomous kiss you gave me, I'm killing loneliness  
With the warmth of your arms, you saved me

",4.60890007019043,
Loneliness,9,Loneliness,Tiffany,"(harold beaty)  
Baby like a symphony  
That's how love should be  
Like a haunting melody  
Haunting my memory  
Ooh  
One day loneliness will bring  
You and I together again  
No doubt in my mind  
I know it's just a matter of time  
You were my first love  
And that your heart will always remember  
You'll be my last love  
Oh I'm yours, I'm yours  
Till the first of forever  
Loneliness will bring you and I together again  
Loneliness will bring you and I together again  
So if your new love  
Calls another name in her sleep  
That's one of the symptoms  
That your hold on her is growing weak  
So don't torture your heart  
By paying for one more heartache  
You're only human  
You're entitled to more than one mistake  
Loneliness will bring you and I together again  
Loneliness will bring you and I together again  
Baby like a symphony  
That's how love should be  
Like a haunting melody  
Haunting my memory  
Ooh  
One day loneliness will bring  
You and I together again  
No doubt in my mind  
I know it's just a matter of time  
You were my first love  
And that your heart will always remember  
You'll be my last love  
Oh I'm yours, I'm yours  
Till the first of forever  
Loneliness will bring you and I together again  
Loneliness will bring you and I together again  
Loneliness will bring you and I together again  
Loneliness will bring you and I together, together again  

",4.512800216674805,
Loneliness,10,Loneliness Knows Me By Name,Westlife,"Loneliness is always looking for a friend  
It found me once and it has been around since then  
Loneliness is never waiting by the door  
It sweeps right through and it will never be ignored  
Why, why was I chosen?  
Why am I left without?  
  
The Love of my life, the love that I need  
The love that they say is in life for free  
The love of dreams, the love that I want  
Loneliness knows me by name  
  
Loneliness knows everything I keep inside  
My endless thoughts in the silence of the night  
Loneliness is the one who made me see  
Ain't nobody else who can make a change but me  
Why, why was I chosen?  
Why am I left without?  
  
The Love of my life, the love that I need  
The love that they say is in life for free  
The love of dreams, the love that I want  
Loneliness knows me by name  
  
Less is more and that would be the vacant space  
The cried out tears and a never ending maze  
I have found what only loneliness provides  
A strength within knowing I will find

",4.430200099945068,
Depression,1,Centipede,Veruca Salt,"I can't breathe  
The centipede  
Is choking me  
It's my one-armed monster  
Daylight  
No appetite  
Don't wanna fight  
Cause I'm  
Cause I'm  
Broken depressed fucked up insane  
Smokin depressed wanna see you again  
Broken depressed fucked up  
  
My heart aches  
I need a break  
A clean escape in my pink pajamas  
I'm angel-dusted  
I'm ill-adjusted  
I can't be trusted  
Cause I'm  
Cause I'm  
Broken depressed fucked up insane  
Smokin depressed wanna see you again  
Broken depressed fucked up insane  
  
I can't breathe  
The centipede  
Is killing me  
The furniture's  
Peculiar  
It keeps me company  
  
Broken depressed fucked up insane  
Smokin depressed wanna see you again  
Broken depressed fucked up insane  
Broken depressed fucked up insane  

",5.397900104522705,
Depression,2,Manic Depression,Jimi Hendrix,"Manic depression is searching my soul  
I know what I want  
But I just don't know, honey  
How to go about getting it  
  
Feeling sweet feeling  
Drops from my fingers fingers  
Manic depression is captured my soul  
  
Woman so willing the sweet cause in vain  
You make love  
You break love  
It's a all the same, when it's  
When it's over  
  
Music sweet music  
I wish I could caress caress caress  
Manic depression is a frustrating mess  
Oh!  
  
Well I think I'll go turn myself off and a go on down  
All the way down  
Really ain't no use in me hanging around  
Oh, I gotta see you,  
  
Music sweet music  
I wish I could caress and a kiss kiss  
Manic depression is a frustrating mess  
  
Owh!  
Owh!  
  
Music sweet music sweet music  
Sweet music  
Sweet music  
Hooo....depress

",5.023900032043457,
Depression,3,The Golden Age Of Grotesque,Marilyn Manson,"All our monkeys have monkeys  
We drive our death crush diamond jaguar limousines  
We're not fantastic motherfuckers,  
But we play them on TV.  
It's a dirty word Reich,  
Say what you like.  
It's a dirty word Reich,  
Say what you like.  
  
We're the low art gloominati  
And we aim to depress  
The scabaret sacrilegends  
This is the golden age of grotesque  
We're the low art gloominati  
And we aim to depress  
The scabaret sacrilegends  
This is the golden age of grotesque  
  
The devils are girls with van goh's missing ear  
You say want you want but filth is all that they hear  
And I've got the jigger  
To make all of you bigger, so  
""ladies und gentlemen...drop your pissroom bait  
And make sure you're not late, you tramps and lunatics.""  
Here's a trick that's gonna make you  
Click.  
We're the low art gloominati  
And we aim to depress  
The scabaret sacrilegends  
This is the golden age of grotesque  
We're the low art gloominati  
And we aim to depress  
The scabaret sacrilegends  
This is the golden age of grotesque  
  
It's a dirty word Reich,  
Say what you like.  
It's a dirty word Reich,  
Say what you like.  
So my bon mots, hit-boy Tommy trons, rowdy rowdies,  
Honey-fingered goodbye dolls:  
""hellzapoppin, open your third nostril,  
Put on your black face and your god is gone.""  
  
We're the low art gloominati  
And we aim to depress  
The scabaret sacrilegends  
This is the golden age of grotesque  
We're the low art gloominati  
And we aim to depress  
The scabaret sacrilegends  
This is the golden age of grotesque  
  
We sing...  
  
We sing...

",5.023799896240234,
Depression,4,Manic Depression,Yngwie Malmsteen,"Manic depression's touching my soul  
I know what I want but I just don't know  
How to, huh, go about gettin' it  
Feeling sweet feeling,  
Drops from my fingers, fingers  
Manic depression's a catchin' my soul  
Woman so weary, the sweet cause in vain  
You make love, you break love  
It's, a, all the same  
When it's, when it's over, baby  
Music, sweet music  
I wish I could caress, caress, caress  
Manic depression's a frustrating mess  
you'ow!  
Well, I think I'll go turn myself off,  
And, huh, go on down  
All the way down  
Really ain't no use in me hanging around  
In,a, your kinda scene  
Music, sweet music  
I wish I could caress, in a kiss, kiss  
Manic depression is a frustrating mess  
you'ow!  
Yeah  
Ow!  
Music sweet music, sweet music, sweet music, uh. . .  
Music sweet music, sweet music. . .yeah  
Ooooooo....  
Depression . . .

",5.008800029754639,
Depression,5,No Depression,Uncle Tupelo,"Fear the hearts of men are failing  
These our latter days we know  
The great depression now is spreading  
God's word declared it would be so  
  
I'm going where there's no depression  
To a better land that's free from care  
I'll leave this world of toil and trouble  
My home's in heaven  
I'm going there  
  
In this dark hour, midnight nearing  
The tribulation time will come  
The storms will hurl the midnight fear  
And sweep lost millions to their doom  
  
I'm going where there's no depression  
To a better land that's free from care  
I'll leave this world of toil and trouble  
My home's in heaven  
I'm going there  
  
I'm going where there's no depression  
To a better land that's free from care  
I'll leave this world of toil and trouble  
My home's in heaven  
I'm going there

",4.912899971008301,
Depression,6,Fantastic Voyage,David Bowie,"In the event  
that this fantastic voyage  
Should turn to erosion  
and we never get old  
Remember it's true, dignity is valuable  
But our lives are valuable too  
  
We're learning to live with somebody's depression  
And I don't want to live with somebody's depression  
We'll get by, I suppose  
It's a very modern world,  
but nobody's perfect  
  
It's a moving world,  
but that's no reason  
To shoot some of those missiles  
Think of us as fatherless scum  
It won't be forgotten  
'Cause we'll never say anything nice again, will we?  
  
And the wrong words make you listen  
In this criminal world  
Remember it's true, loyalty is valuable  
But our lives are valuable too  
  
We're learning to live with somebody's depression  
And I don't want to live with somebody's depression  
We'll get by I suppose  
But any sudden movement I've got to write it down  
They wipe out an entire race and I've got to write it down  
But I'm still getting educated but I've got to write it down  
And it won't be forgotten  
'Cause I'll never say anything nice again, how can I?

",4.841599941253662,
Depression,7,Gi' Me Wings,Rod Stewart,"Driving in my car  
There's nothing on the air  
Play a song that'll ease my pain  
DJ's telling me  
That this is what'll be  
Help me I'm depressed again  
  
My best friend disappeared  
With the girl I had for years  
My life's going down the drain  
The skies are crying  
Everybody's lying  
Oh God I'm depressed again  
  
Give me wings I'll fly away  
Magnificent and free  
Far away from the madding crowd  
There's gotta be a place for me  
  
The boss is on my back  
I know I'm gonna crack  
Looks like I'm paranoid again  
Can't do nothing right  
See only black and white  
Oh God I'm depressed again  
  
Give me wings I'll fly away  
Magnificent and free  
Far away from the madding crowd  
There's gotta be a place for me  
  
How can I plan ahead  
With this hanging round my neck  
Looks like I'm coming down again  
Thought about it well  
Analyzed myself  
Yeah, I'm depressed again  
  
Give me wings I'll fly away  
Magnificent and free  
Far away from the madding crowd  
There's gotta be a place for me  
I'm down, I'm coming down again  
I'm down, looks like I'm coming down again  
I'm down, I'm down  
Looks like I'm coming down again  
I'm down, I'm down  
Looks like I'm pissed off again

",4.73829984664917,
Depression,8,A Wonderful World,Zucchero,"I tell ya brother, man shit happens  
By the way, howzit with you?  
Check out the kid, finger on the button  
Oh yeah, it's a wonderful world, huh  
  
Got no desire, uh, to desire  
Hey Jack, ain't that a trip?  
And you Madam, standing here for hire  
Oh yeah, where's your wonderful world?  
  
Refrain:  
I'll be leaving in the morning  
Far away from you  
yes I'm taking that step  
I'm gonna jump inthe blue  
Falling,ending my depression  
It's calling, oh my obsession  
  
There might be days, when I think it's better  
Hey Babe, like you to want me to be  
Pull the chain, down goes the water  
Oh yeah, it's a wonderful world  
  
Refrain 2x  
  
Agiant step in the blue  
  
Refrain  
  
Falling, ending my depression  
It's coming, I can feel the vibration  
Falling, ending my depression  
It's calling, give me wings  
Give me the liberation  
I been lonely Lord  
A final jump in the blue  
Oh no oh no  
A giant step in the blue  
Oh no oh no  
A final jump in the blue

",4.565400123596191,
Depression,9,Just Fell In,Styx,"It was 8:15  
When I pulled into the 7 Eleven  
I bought a 12 ounce coffee  
And I threw down a 357  
  
I guess I was thinking I would never be found  
Next thing I knew I was spread-eagle  
Down on the ground  
  
I just fell into a manic depression  
And I really want to spend it with you  
  
I got pretty paper shoes  
And I'm weaving you a basket for Christmas  
Three hots and a cot  
And a cellmate who keeps calling me missus  
  
But I like to think I'm the king of the couch  
And I like my shrink  
'Cause he always brings me smoke in a pouch  
  
I just fell into a manic depression  
And I really want to spend it with you  
  
We don't have any inhibitions  
We're not consumed by ambition  
We've got no mission control  
  
They say Dr. Freud might call me an anal retentive  
But my PO says I'm delinquent and I got no incentive  
  
Rehab is a thing of the past  
I step into the cab and say ""Hey buddy, step on the gas""  
  
Just fell into a manic depression  
And I really want to spend it with you  
  
Okay ladies, it's time for your medication

",4.5447001457214355,
Depression,10,Never Clever,Blur,"I would talk on request  
I'm never getting depressed  
For a letter request  
The public gets what is best  
Gene is dead  
More or less  
  
Chorus:  
It's never clever oh oh  
It's never nothing oh oh  
It's never clever oh oh  
  
I'm not like you I'm doing nothing to prove  
You're doing nothing to prove  
It's double fit, double quick  
  
Repeat chorus (x2)  
  
I would talk on request  
I'm never getting depressed  
For a letter request  
The public gets what is best  
Gene is dead  
More or less  
  
Repeat chorus (x2)

",4.32390022277832,
Anxiety,1,Anxiety,Ramones,"Anxiety, anxiety keeps me happy.  
Anxiety, anxiety keeps me happy.  
Always stiff, all day long.  
Nothing's right till it's all wrong.  
It makes no sense until I'm tense.  
Always laughing at your expense.  
  
Anxiety, anxiety keeps me happy.  
Anxiety, anxiety keeps me happy.  
Always biting on my nails.  
Always stiff, it never fails.  
Now it on my sweaty clothes.  
Anxiety, anxiety keeps me happy.  
  
Anxiety, anxiety keeps me happy.  
Always screamin' at someone.  
Got a temper like a gun.  
Hair trigger personality.  
Anxiety keeps me hap-happy.  
  
And I'm crazy, crazy, crazy  
In a crazy world.  
I'm crazy, crazy, crazy  
In a crazy world.  
I'm crazy, crazy, crazy  
In a crazy world.  
I'm crazy, crazy, crazy  
In a crazy world.  
  
A-N-X-I-E-T-Y  
A-N-X-I-E-T-Y  
Anxiety keeps me high,  
Cross my heart and hope to die.  
Anxiety  
Anxiety  
Anxiety  
Anxiety

",6.951300144195557,
Anxiety,2,Anxiety,Pat Benatar,"Get Nervous... Get Nervous  
Get Nervous... Get Nervous  
Get Nervous... Get Nervous  
Get Nervous... Get Nervous  
Get Nervous... Get Nervous  
I feel a little shaky, I can't control my nerves  
I know you think I'm fakin', but can't you feel the curves?  
I swear to you I feel it, it scares me half to death  
It gathers in my throat and it gathers up my breath  
  
Anxiety - Got me on the run  
Anxiety - Yeah, I just need someone  
Anxiety - Can't get nothin' done  
Anxiety - Spoils all the fun  
  
I'm picking up the telephone, there's no one I can call  
I need somebody bad tonight, can't find no sleep at all  
I wish I could relax, I just can't stop my mind  
I wish I could collapse but my body's not that kind  
  
Anxiety - Got me on the run  
Anxiety - Yeah, I just need someone  
Anxiety - Can't get nothin' done  
Anxiety - Spoils all the fun  
  
Can't you hear my heartbeat, hear the way it sounds?  
Can't you hear my heartbeat, Y' hear the way it pounds?  
Just give me somethin' to slow it down, Yeah  
  
Sometimes in the city, sometimes in my car  
I pound on the windows like a bee inside a jar  
  
Anxiety - Got me on the run  
Anxiety - Yeah, I just need someone  
Anxiety - Can't get nothin' done  
Anxiety - Spoils all the fun  
  
Anxiety - Got me on the run  
Anxiety - Yeah, I just need someone  
Anxiety - Can't get nothin' done  
Anxiety - Spoils all the fun  
  
Get Nervous... Get Nervous  
Get Nervous... Get Nervous  
Get Nervous... Get Nervous

",6.843400001525879,
Anxiety,3,Do Da Da,Green Day,"Every time I'm falling down  
You take the repercussions  
Headaches and anxieties  
Advancing my frustrations  
  
Rush into my depression  
Sacrifice everything  
Waste with me into nothing  
Well now you're stuck with me  
  
Hand up your soul to my wrist  
And I'll vow my trust to you  
Moving on and I always thought  
I realized you've imagined  
You take the repercussions  
Headaches and anxieties  
Advancing my frustrations  
  
Rush into my depression  
Sacrifice everything  
Waste with me into nothing  
Well now you're stuck with me  
  
Hand up your soul to my wrist  
And I'll vow my trust to you  
Moving on and I always thought  
I realized you've imagined

",5.332799911499023,
Anxiety,4,Panic Attack,Dream Theater,"All wound up  
On the edge  
Terrified  
Sleep disturbed  
Restless mind  
Petrified  
Clouds of fear  
Permeate  
All I see  
Heightening  
Nervousness  
Threatens me  
  
I am paralyzed  
So afraid to die  
  
Cut of cord  
Warning signs  
Never show  
Tension strikes  
Jokingly  
Worries grow  
  
Why do I feel so numb  
Is it something to do with where I come from  
Should this be fight or flight  
I don't know why I'm constantly so uptight  
  
Rapid heartbeat pounding through my chest  
Agitated body in distress  
I feel like I'm in danger  
Daily life is strangled by my stress  
A stifling surge shooting through all my veins  
Extreme apprehension, suddenly I'm insane  
  
No strong hope for redemption  
A grave situation desperate at best  
  
Why do I feel so numb  
Is it something to do with where I come from  
Should this be fight or flight  
I don't know why I'm constantly feeling...  
  
Helpless hysteria  
A false sense of urgency  
Trapped in my phobia  
Possessed by anxiety  
  
Run, try to hide  
Overwhelmed by this  
Conflicts delirium  
  
Helpless hysteria  
A false sense of urgency  
Trapped in my phobia  
Possessed by anxiety  
  
Run, try to hide  
Overwhelmed by this  
Conflicts delirium

",5.057600021362305,
Anxiety,5,Sweating Bullets,Megadeth,"Hello me, meet the real me  
And my misfit's way of life  
A dark black past is my  
Most valued possession  
Hindsight is always 20-20  
But looking back it's still a bit fuzzy  
Speak of mutually assured destruction?  
Nice story, tell it to Reader's Digest!  
  
Feeling paranoid  
True enemy or false friend?  
Anxiety's attacking me and  
My air is getting thin  
I'm in trouble for the things  
I haven't got to yet  
I'm chomping at the bit and my  
Palms are getting wet, sweating bullets  
  
Hello me, it's me again  
You can subdue but never tame me  
It gives me a migraine headache  
Sinking down to your level  
Yea, just keep on thinking it's my fault  
And stay an inch or two outta kicking distance  
Mankind has got to know  
His limitations  
  
Feeling claustrophobic  
Like the walls are closing in  
Blood stains on my hands and  
I don't know where I've been  
I'm in trouble for the things  
I haven't got to yet  
I'm sharpening the axe and my  
Palms are getting wet, sweating bullets  
  
Well, me, it's nice talking to myself  
A credit to dementia  
Some day you too will know my pain  
And smile it's blacktooth grin  
If the war inside my head  
Won't take a day off I'll be dead  
My icy fingers claw your back  
Here I come again  
  
Feeling paranoid  
True enemy or false friend?  
Anxiety's attacking me  
And my air is getting thin  
Feeling claustrophobic  
Like the walls are closing in  
Blood stains on my hands  
And I don't know where I've been  
  
Once you committed me  
Now you've acquitted me  
Claiming validity  
For your stupidity  
I'm chomping at the bit  
I'm sharpening the axe  
Here I come again, whoa!  
Sweating bullets

",4.823299884796143,
Anxiety,6,A Fair Judgement,Opeth,"Losing sleep, in too deep  
Fading sun, what have I done  
Came so close to what I need most  
Nothing left here  
  
Cut the ties, uncovered disguise  
Left behind all intertwined  
Lost control, moved out of the role now  
Nothing's left here  
  
Leave it be  
It was meant for me  
Soul sacrifice  
Forgot the advice  
  
Lost track of time  
In a flurry of smoke  
Waiting anxiety  
For a fair judgement deserved

",4.380099773406982,
