query,rank,song,artist,text,score,relevance
Letting go,4,Easy,Lorde,"Easy, easy  
Pull out your heart  
To make the being alone  
Easy, easy  
Pull out your heart  
To make the being alone  
Easy, easy  
  
Easy, easy  
You break the bridle to make  
Losing control  
Easy, easy  
Crushed what you're holding  
So you can say letting go is  
Easy, easy  
  
Oh, easy, easy  
Burn all your things  
To make the fight to forget  
Easy, oh, easy  
Burn all your things  
To make the fight to forget  
Easy  
  
Easy, easy  
Pull out your heart  
To make the being alone  
Easy, easy  
Pull out your heart  
To make the being alone  
Easy

",0.4654108882,2
Letting go,5,Don't Let Go,Foreigner,"Another long day, another long night  
I try to make it home before it gets light  
I'm working hard so some day we can play  
When I try to explain you just push me away  
Don't push me away, you say  
I don't spend enough time with you  
Or take an interest in things you do  
We call it quits almost every other day  
And the rare times we're going strong  
We let our pride get in the way  
Seems like it's always in the way  
But don't let go, don't let our love go  
Don't let go, just let our love grow  
Sometimes we might drift away, don't let our love go  
But don't let go of our love when it feels right  
This kinda life can put us both to the test  
But it's not a question of who knows best  
Our love's a ship that has it's sails a little torn  
All we need to do is sew 'em up  
And we can weather the storm  
Gonna ride that storm  
So don't let go, don't let our love go  
Don't let go, just let our love grow  
Sometimes we might drift away, don't let our love go  
But don't let go  
No, no, don't let go, don't let our love go  
Don't let go, just let our love grow  
Sometimes we might drift away, don't let our love go  
Don't let go of our love when it feels right  
I don't see you for days  
When you leave me in the dark  
My imagination runs away  
Just throw me a line  
And I'll still hold on  
I'll still hold on  
I'll still hold on  
And I won't let go  
Don't let go, don't let our love go  
Baby don't let go, just let our love grow  
Oh, no, don't let our love fade away  
And don't let go of our love when it feels right, oh no  
Don't let our love go  
Don't let go  
Just let our love grow  
Sometimes we might slip away  
Don't let our love go  
But don't let go of our love when it feels right  

",0.4626959562,1
Letting go,6,Judas,Kelly Clarkson,"The only one who took you in  
The only one who held your hand  
Defended you against the others  
Had your back on everything  
Never let you down  
You turned around betrayed your only brother  
  
Forgetting me, you took things in your hands and left me out  
After we'd been through so much, how could you let me down?  
  
I didn't know, I didn't know  
I couldn't see, I couldn't see  
Never thought you'd forget me  
Couldn't believe, couldn't believe  
How you deceived, you deceived  
I never thought you'd do that to me  
  
I will never be like you  
I'll never do the things you do  
Selfish and lonely, what's your problem  
Letting go of you and this  
Is harder than I thought but I will not be poisoned by your actions  
  
Forgetting me, you took things in your hands and left me out  
After we'd been through so much, how could you let me down?  
  
I didn't know, I didn't know  
I couldn't see, I couldn't see  
Never thought you'd forget me  
Couldn't believe, couldn't believe  
How you deceived, you deceived  
I never thought you'd do that to me  
  
Forgetting me, you took things in your hands and left me out  
After we'd been through so much, how could you let me down?  
Down, you let me down

",0.4571689367,2
Letting go,7,It's Gonna Go Away,Korn,"Ooh fuck fuck fuck  
I've gotta let her go (What happened?)  
(What happened then?)  
Never let it up let it up let it up  
  
Ah! Let it up  
I don't want this to go away (Go away)  
I'm so scared (Going away)  
I can't stand what's going on (It's going away)  
  
We all crumble (It's still gonna go away)  
(It's still gonna go away)  
We crumble under pressure (pressure)  
Pressure (pressure)  
I can't go living on

",0.4565577507,0
Letting go,8,Please Don't Let It Go,HIM,"We're drifting apart,  
But I want you to know  
Wherever you are I belong  
Love's singing us a song  
But we fail to sing along  
Wherever you go I will follow  
  
So please don't let it  
Please don't let it go  
Cause if you won't let it I won't let it go  
So please don't let it  
Please don't let it go  
Cause if you won't let it I won't let it go  
  
You try to be strong  
But you're always so alone  
Whatever I do I do you wrong  
Death sings our song  
And we eagerly sing along  
Whatever you do I adore  
  
So please don't let it  
Please don't let it go  
Cause if you won't let it I won't let it go  
So please don't let it  
Please don't let it go  
Cause if you won't let it I won't let it go  
  
Don't let go of life  
Let go of love  
Let go of all we have  
  
Don't let go of trust  
Let go of lust  
Let go of all we share  
  
So please don't let it  
Please don't let it go  
Cause if you won't let it I won't let it go  
Please don't let it  
Please don't let it go  
And if you won't let it I won't let it go  
  
So please don't let it  
Please don't let it go  
Cause if you won't let it I won't let it go  
Please don't let it  
Please don't let it go  
Cause if you won't let it I won't let it go

",0.4550142288,1
Letting go,9,Love's Been Here And Gone,Loretta Lynn,"Love's been here and gone  
But the mem'ry keeps holding on  
Now I know how love is if I can live through this  
Love's been here and gone  
When there's love your heart is strong  
But it weakens when love goes wrong  
Now I've known that power dealt the parting hour  
Love's been here and gone  
I've loved once but never again a closed heart just won't let love in  
Hopin' only to you oh what can I do love's been here and gone  
[ piano ]  
I've loved once but never again...  
  
  

",0.4544493854,2
Letting go,10,If It Happens Again,UB40,"[Chorus]  
If it happens again I'm leaving  
I'll pack my things and go  
If it happens again  
There'll be no looking back  
I won't say I told you some  
  
You did what you were told  
And you took the strain  
Been left out in the cold  
Got yourself to blame  
But believe me,  
If it happens again I'm leaving  
If it stays the same I'm gone  
When you're stabbed in the back  
And there's salt in the wound  
The it's time to move along  
  
[Chorus]  
  
No more spanners in the works,  
All the works been done  
Had your face rubbed in the dirt  
On show for every one  
But believe me  
If it happens again I'm leaving  
If it stays the same I'm gone  
When compromise is the song you sing  
It's been going on to long  
  
[Chorus]

",0.4535220265,2
Loneliness,1,Loneliness,Roy Orbison,"Loneliness is the worst thing in the world  
To be alone all the day long  
No ring on the phone, yeah this is wrong  
Low down loneliness  
  
This loneliness, I must confess  
Yes it's a mess of this loneliness  
Low down loneliness, loneliness all around  
Loneliness, you have found me loneliness  
  
Oh loneliness, all of the time  
Such loneliness, you're so unkind  
Low down loneliness  
Loneliness everywhere  
Loneliness, I've got more that my share  
  
Oh loneliness, my destiny  
Yeah loneliness, was I born to be  
In low down Loneliness? Loneliness

",0.6585112214,2
Loneliness,2,Loneliness Knows Me By Name,Westlife,"Loneliness is always looking for a friend  
It found me once and it has been around since then  
Loneliness is never waiting by the door  
It sweeps right through and it will never be ignored  
Why, why was I chosen?  
Why am I left without?  
  
The Love of my life, the love that I need  
The love that they say is in life for free  
The love of dreams, the love that I want  
Loneliness knows me by name  
  
Loneliness knows everything I keep inside  
My endless thoughts in the silence of the night  
Loneliness is the one who made me see  
Ain't nobody else who can make a change but me  
Why, why was I chosen?  
Why am I left without?  
  
The Love of my life, the love that I need  
The love that they say is in life for free  
The love of dreams, the love that I want  
Loneliness knows me by name  
  
Less is more and that would be the vacant space  
The cried out tears and a never ending maze  
I have found what only loneliness provides  
A strength within knowing I will find

",0.619440794,2
Loneliness,3,Loneliness Is A Feeling,Bob Seger,"As the sand dunes of time march on  
The wind blows the storms to the shore  
Sadness and loneliness hand in hand  
Lord I feel no more  
Loneliness is a feeling  
  
I'm lost in a world with love all around  
Standing there like a pillar of salt  
Don't know the day, my hair's turning grey  
Ooh is the tide coming to take my blues away  
  
Loneliness is a feeling  
Loneliness is a feeling  
Loneliness is a feeling  
  
When she tells you your love was a sin  
You lie in your bed all alone  
And all the children come in to your heart  
Lord I feel no more  
Loneliness is a feeling  
  
Loneliness, loneliness  
Loneliness, loneliness  
Loneliness, loneliness  
Loneliness, loneliness

",0.5944712162,2
Loneliness,4,Alone,Utopia,"Let me ask you a question  
Will you lend me your ear  
Do you know the meaning of emptiness  
If not I'll make it clear  
Alone, alone  
Nobody knows how lonely it can be  
And I'm so tired of being alone.  
Let me tell you a story  
One you've probably heard  
One about the man who was lost  
And I can tell you in one word  
Alone, alone  
Nobody knows how lonely it can be  
And he was tired of being alone  
Alone, alone  
Nobody knows how lonely it can be  
And I'm so tired of being alone.  
There's an end to the fable  
Where does all of this lead  
That for everyone who needs someone  
There is someone there to need  
Alone, alone  
Someone is still alone  
Alone, alone  
Someone is still alone.

",0.5784592032,2
Loneliness,5,Please Help The Cause Against Loneliness,Morrissey,"Please help the cause against loneliness  
Would you like to note my home address?  
Please help the cause against loneliness  
Would you kindly note my inside leg?  
  
Oh, I don't mind what time you come round  
If it's the daytime then I might be in bed - oh  
I'm so very young  
I am so really, really young... Oh, oh  
  
Please help the cause against loneliness  
Would you like a list of my dislikes?  
There are people with problems  
I know this... I've know this for years  
There are paupers and peers  
Who have problems, oh  
  
I don't mind what time you come round  
If it's the weekend then I have to be dead, oh  
I'm so very young  
I'm so really, really young... Oh, oh  
I'm so young - really, really (yeah yeah yeah)  
I am so young  
I am so young  
I am so really, really young  
I am so young  
So young

",0.5715085268,2
Loneliness,6,If Loneliness Can Kill Me,Loretta Lynn,"I walk the floor here in my lonely room  
The silence nearly kills me and I guess that it will soon  
He left because of things I've done and said  
And if loneliness can kill me then I'm just as good as dead  
If loneliness can kill me then I might as well lay down  
A girl who could die anytime shouldn't be a walkin' round  
I'd better find a place to lay my head  
For if loneliness can kill me then I'm just as good as dead  
[ piano ]  
If loneliness can kill me...  
  
  

",0.5649306774,2
Loneliness,7,All By Myself,Celine Dion,"When I was young  
I never needed anyone  
And makin' love was just for fun  
Those days are gone  
  
Livin' alone  
I think of all the friends I've known  
But when I dial the telephone  
Nobody's home  
  
All by myself  
Don't want to be, all by myself anymore  
All by myself  
Don't want to live, all by myself anymore  
  
Hard to be sure  
Some times I feel so insecure  
And love so distant and obscure  
Remains the cure

",0.5509265661,2
Loneliness,8,All In Loneliness,Janis Joplin,"All is loneliness before me  
Loneliness before me.  
Loneliness.  
All is loneliness  
Loneliness before me  
Loneliness before me  
Loneliness before me  
Loneliness before me  
Loneliness before me.  
All is loneliness  
Loneliness before me  
Loneliness before me  
Loneliness before me  
Loneliness before me  
Loneliness before me  
Loneliness.  
Loneliness come botherin' 'round my house  
Loneliness come botherin'  
Loneliness come botherin'  
Loneliness come botherin' round my house  
Loneliness  
Loneliness come worryin' round my door  
Loneliness come worryin'  
Loneliness come worryin'  
Loneliness come worryin' round my door  
Loneliness, oh loneliness  
All is  
Loneliness before me  
Loneliness before me  
Loneliness before me  
Loneliness before me  
Loneliness before me  
Loneliness before me  
Loneliness...

",0.539885819,2
Loneliness,9,I'm Alone,Deep Purple,"On the lonely road I'm travelling on  
The road that leads nowhere  
As the ground and the sky have been wondering why  
I'm alone, so alone  
  
I've been rolling on for just two years  
The sun is my only friend  
With the wind on the bend and my back in my hand  
I'm alone, so alone  
I'm alone, so alone  
I'm alone, so alone  
I'm alone, so alone  
And I feel like going home  
  
With my money spent, my clothes all torn  
My spirit hanging low  
I ain't got no friends where the highway ends  
I'm alone, so alone  
I'm alone, so alone  
I'm alone, so alone  
I'm alone, so alone  
And I feel like going home  
Going home

",0.529935956,2
Loneliness,10,Loneliness,Yoko Ono,"There're many things in life I can endure  
One such thing is poverty  
But loneliness, loneliness  
Is one thing I can't endure  
  
There're many things in the world I can endure  
One such thing is humility  
But loneliness, loneliness  
(Loneliness, loneliness)  
Is something I can't endure  
  
How could I stand loneliness, loneliness?  
How are you suppose to cope with loneliness, loneliness?  
How would one live with loneliness, loneliness, lo, oh, loneliness?  
(Oh, loneliness)  
  
There are many things in time and space I can endure  
In fact, I can endure most anything  
But loneliness, loneliness  
(Loneliness, loneliness)  
Is something I can't endure  
  
How could I stand loneliness, loneliness?  
How are you suppose to cope with loneliness, loneliness?  
How would one live with loneliness, loneliness, lo, oh, loneliness?  
Lo, oh, loneliness  
  
Loneliness, so lonely, loneliness, so lonely  
Loneliness, so lonely, loneliness, so lonely  
Loneliness, so lonely, loneliness, so lonely  
Loneliness, so lonely, loneliness, so lonely  
Loneliness, so lonely

",0.5190760493,2
Depression,1,Free As A Bumble Bee,ABBA,"I'm down and I feel depressed  
Sitting here just waiting  
For next bus travelling  
Downtown  
It's a crying shame  
Isn't it  
The beautiful weather  
If I could have my way  
Well, I would not be working  
On a day like this I know what I'd like to be  
As free as a bumble bee  
Take a sip from  
Every flower  
Free as a bumble bee  
While away each lazy hour  
What a good life  
Lying laid back  
Like an old railroad bum by the track  
What a good life  
Living outdoors  
Lie in the grass and chew on a straw

",0.456445694,2
Depression,2,Think About The Times,Ten Years After,"Think about the times when you're happy  
Think about the times when you're sad  
Think about the life you're living  
Think about your life and be glad  
  
You are living  
You are in the world  
And your life belongs to you  
  
You are living  
You are of the earth  
And the earth is of you, too  
  
There'll be times when you're lonely  
There'll be times when you're down  
There are times when you remember  
With a smile or a frown  
  
You are living  
You are in the world  
And your life belongs to you  
  
You are living  
You are of the earth  
And the earth is of you, too

",0.4437936544,2
Depression,3,Kill Yourself,Quincy Punx,"  
well you say its always darkest  
Just before it turns pitch black  
If you ever had a good time  
You'd probably have a heart attack  
You've only got two moods  
Self pity and depression  
I'm really fucking sick of it  
So let me give you a suggestion  
Kill yourself, Kill yourself, Kill yourself  
Death might be fun why don't you try and see  
Kill yourself, Kill yourself, Kill yourself  
Just put us all out of your misery  
You think the worlds against you  
But you dring it on yourself  
I think you need a doctor  
Maybe Kavorkian can help  
Lets have your funeral now  
I'll run you over with the hearse  
Death might improve your attitude  
You know it couldn't get any worse  
  
  
  

",0.4435111284,2
Depression,4,By Myself,Ella Fitzgerald,"I'm so unhappy  
What'll I do?  
I long for somebody who  
Will sympathize with me  
I'm growing so tired of living alone  
I lie awake all night and cry  
Nobody loves me  
That's why  
  
All by myself in the morning  
All by myself in the night  
I sit alone with a table and a chair  
So unhappy there  
Playing solitaire  
  
All by myself I get lonely  
Watching the clock on the shelf  
I'd love to rest my weary head on somebody's shoulder  
I hate to grow older  
All by myself

",0.4399265051,2
Depression,5,All By Myself,Irving Berlin,"I'm so unhappy  
What'll I do?  
I long for somebody who  
Will sympathize with me  
I'm growing so tired of living alone  
I lie awake all night and cry  
Nobody loves me  
That's why  
  
All by myself in the morning  
All by myself in the night  
  
I sit alone with a table and a chair  
So unhappy there  
Playing solitaire  
  
All by myself i get lonely  
Watching the clock on the shelf  
  
I'd love to rest my weary head on somebody's shoulder  
I hate to grow older  
All by myself

",0.4399265051,2
Depression,6,Somedays,Great Big Sea,"Some days I feel sad and lonely  
Some days I feel fine  
Some days the clock just ticks too slowly  
And I wish away my time  
  
But when you come to me  
I realize how wonderful this life can be  
With you, you and me  
  
Some days I get so psychotic  
And some days I am blue  
Some days I sip my gin and tonic  
And I wonder what the world will do  
  
[chorus]  
Some days I think I just fell from the sky  
Some days I see a child and start to cry  
But everyday I try  
  
Some days I am virtuous  
More days I am bad  
Some days I just can't get enough  
Of the sweetest thing I've ever had  
  
[Chorus]

",0.4379180372,1
Depression,7,Smile,Josh Groban,"Smile though your heart is aching  
Smile even though it's breaking  
When there are clouds in the sky you'll get by  
If you smile through your fear and sorrow  
Smile and maybe tomorrow  
You'll see the sun come shining through  
For you  
  
Light up your face with gladness  
Hide every trace of sadness  
Although a tear may be ever so near  
That's the time you must keep on trying  
Smile, what's the use of crying  
You'll find that life is still worthwhile  
If you just smile  
  
When there are clouds in the sky you'll get by  
If you smile  
And maybe tomorrow  
You'll see the sun come shining through  
For you  
  
Light up your face with gladness  
Hide every trace of sadness  
Although a tear may be ever so near  
That's the time you must keep on trying  
Smile, what's the use of crying  
You'll find that life is still worthwhile  
If you just smile

",0.4366633892,2
Depression,8,Smile,Michael Jackson,"Smile, though your heart is aching  
Smile, even though it's breaking  
When there are clouds in the sky  
You'll get by  
  
If you smile  
With your fear and sorrow  
Smile and maybe tomorrow  
You'll find that life is still worthwhile  
If you just  
  
Light up your face with gladness  
Hide every trace of sadness  
Although a tear may be ever so near  
That's the time you must keep on trying  
Smile, what's the use of crying  
You'll find that life is still worthwhile  
If you just  
  
Smile, though your heart is aching  
Smile, even though it's breaking  
When there are clouds in the sky  
You'll get by  
  
If you smile  
Through your fear and sorrow  
Smile and maybe tomorrow  
You'll find that life is still worthwhile  
If you just smile  
  
That's the time you must keep on trying  
Smile, what's the use of crying  
You'll find that life is still worthwhile  
If you just smile

",0.4283913672,2
Depression,9,Manic Depression,Yngwie Malmsteen,"Manic depression's touching my soul  
I know what I want but I just don't know  
How to, huh, go about gettin' it  
Feeling sweet feeling,  
Drops from my fingers, fingers  
Manic depression's a catchin' my soul  
Woman so weary, the sweet cause in vain  
You make love, you break love  
It's, a, all the same  
When it's, when it's over, baby  
Music, sweet music  
I wish I could caress, caress, caress  
Manic depression's a frustrating mess  
you'ow!  
Well, I think I'll go turn myself off,  
And, huh, go on down  
All the way down  
Really ain't no use in me hanging around  
In,a, your kinda scene  
Music, sweet music  
I wish I could caress, in a kiss, kiss  
Manic depression is a frustrating mess  
you'ow!  
Yeah  
Ow!  
Music sweet music, sweet music, sweet music, uh. . .  
Music sweet music, sweet music. . .yeah  
Ooooooo....  
Depression . . .

",0.4275152981,2
Depression,10,Manic Depression,Jimi Hendrix,"Manic depression is searching my soul  
I know what I want  
But I just don't know, honey  
How to go about getting it  
  
Feeling sweet feeling  
Drops from my fingers fingers  
Manic depression is captured my soul  
  
Woman so willing the sweet cause in vain  
You make love  
You break love  
It's a all the same, when it's  
When it's over  
  
Music sweet music  
I wish I could caress caress caress  
Manic depression is a frustrating mess  
Oh!  
  
Well I think I'll go turn myself off and a go on down  
All the way down  
Really ain't no use in me hanging around  
Oh, I gotta see you,  
  
Music sweet music  
I wish I could caress and a kiss kiss  
Manic depression is a frustrating mess  
  
Owh!  
Owh!  
  
Music sweet music sweet music  
Sweet music  
Sweet music  
Hooo....depress

",0.4255980551,2
Anxiety,1,Anxiety,Ramones,"Anxiety, anxiety keeps me happy.  
Anxiety, anxiety keeps me happy.  
Always stiff, all day long.  
Nothing's right till it's all wrong.  
It makes no sense until I'm tense.  
Always laughing at your expense.  
  
Anxiety, anxiety keeps me happy.  
Anxiety, anxiety keeps me happy.  
Always biting on my nails.  
Always stiff, it never fails.  
Now it on my sweaty clothes.  
Anxiety, anxiety keeps me happy.  
  
Anxiety, anxiety keeps me happy.  
Always screamin' at someone.  
Got a temper like a gun.  
Hair trigger personality.  
Anxiety keeps me hap-happy.  
  
And I'm crazy, crazy, crazy  
In a crazy world.  
I'm crazy, crazy, crazy  
In a crazy world.  
I'm crazy, crazy, crazy  
In a crazy world.  
I'm crazy, crazy, crazy  
In a crazy world.  
  
A-N-X-I-E-T-Y  
A-N-X-I-E-T-Y  
Anxiety keeps me high,  
Cross my heart and hope to die.  
Anxiety  
Anxiety  
Anxiety  
Anxiety

",0.5423081517,2
Anxiety,2,Panic Attack,Dream Theater,"All wound up  
On the edge  
Terrified  
Sleep disturbed  
Restless mind  
Petrified  
Clouds of fear  
Permeate  
All I see  
Heightening  
Nervousness  
Threatens me  
  
I am paralyzed  
So afraid to die  
  
Cut of cord  
Warning signs  
Never show  
Tension strikes  
Jokingly  
Worries grow  
  
Why do I feel so numb  
Is it something to do with where I come from  
Should this be fight or flight  
I don't know why I'm constantly so uptight  
  
Rapid heartbeat pounding through my chest  
Agitated body in distress  
I feel like I'm in danger  
Daily life is strangled by my stress  
A stifling surge shooting through all my veins  
Extreme apprehension, suddenly I'm insane  
  
No strong hope for redemption  
A grave situation desperate at best  
  
Why do I feel so numb  
Is it something to do with where I come from  
Should this be fight or flight  
I don't know why I'm constantly feeling...  
  
Helpless hysteria  
A false sense of urgency  
Trapped in my phobia  
Possessed by anxiety  
  
Run, try to hide  
Overwhelmed by this  
Conflicts delirium  
  
Helpless hysteria  
A false sense of urgency  
Trapped in my phobia  
Possessed by anxiety  
  
Run, try to hide  
Overwhelmed by this  
Conflicts delirium

",0.5210104585,2
Anxiety,3,Fear Of The Dark,Iron Maiden,"I am a man who walks alone  
And when I'm walking a dark road  
At night or strolling through the park  
  
When the light begins to fade  
I sometimes feel a little strange  
A little anxious when it's dark  
  
Fear of the dark, fear of the dark  
I have constant fear that something's  
Always near  
Fear of the dark, fear of the dark  
I have a phobia that someone's  
Always there  
  
Have you run your fingers down  
The wall  
And have you felt your neck skin crawl  
When you're searching for the light?  
Sometimes when you're scared  
To take a look  
At the corner of the room  
You've sensed that something's  
Watching you  
  
Have you ever been alone at night  
Thought you heard footsteps behind  
And turned around and no one's there?  
And as you quicken up your pace  
You find it hard to look again  
Because you're sure there's  
Someone there  
  
Watching horror films the night before  
Debating witches and folklore's  
The unknown troubles on your mind  
Maybe your mind is playing tricks  
You sense, and suddenly eyes fix  
On dancing shadows from behind  
  
Fear of the dark, fear of the dark  
I have a constant fear that something's  
Always near  
Fear of the dark, fear of the dark  
I have a phobia that someone's  
Always there  
  
When I'm walking a dark road  
I am a man who walks alone

",0.4958300889,2
Anxiety,4,Anxious,Housemartins,"I was walking by the river, I was asking myself questions  
But the answers I came up with didn't fit  
Some have breakfast in bed some aren't properly fed  
The way they talk about it makes me want to spit  
  
And they're raising all their eyebrows at the raising of the pound  
Whilst they raise another city to the ground  
And we're opening the doors and walking 'round on all fours  
Looking for a sense in lost and found  
  
Anxious, Don't they know it is wrong, it makes me anxious  
Anxious, Don't they know it is wrong, it makes me anxious  
  
I really thought I'd have my tongue ties if I stood up to shout  
But all they did was listen without their ears  
And I thought I'd be beheaded if I stuck my neck out  
But they just gave me a hanky for my tears  
  
I have confidence in confidence, I hope that hope pulls me through  
But I think a little more is needed now  
We've got to form a congregation and sink down the nation  
Batter all the sinners to the ground  
  
Anxious, Don't they know it is wrong, it makes me anxious  
Anxious, Don't they know it is wrong, it makes me anxious  
  
Anxious, Don't they know it is wrong, it makes me anxious  
Anxious, Don't they know it is wrong, it makes me anxious

",0.483174324,2
Anxiety,5,Anxiety,Pat Benatar,"Get Nervous... Get Nervous  
Get Nervous... Get Nervous  
Get Nervous... Get Nervous  
Get Nervous... Get Nervous  
Get Nervous... Get Nervous  
I feel a little shaky, I can't control my nerves  
I know you think I'm fakin', but can't you feel the curves?  
I swear to you I feel it, it scares me half to death  
It gathers in my throat and it gathers up my breath  
  
Anxiety - Got me on the run  
Anxiety - Yeah, I just need someone  
Anxiety - Can't get nothin' done  
Anxiety - Spoils all the fun  
  
I'm picking up the telephone, there's no one I can call  
I need somebody bad tonight, can't find no sleep at all  
I wish I could relax, I just can't stop my mind  
I wish I could collapse but my body's not that kind  
  
Anxiety - Got me on the run  
Anxiety - Yeah, I just need someone  
Anxiety - Can't get nothin' done  
Anxiety - Spoils all the fun  
  
Can't you hear my heartbeat, hear the way it sounds?  
Can't you hear my heartbeat, Y' hear the way it pounds?  
Just give me somethin' to slow it down, Yeah  
  
Sometimes in the city, sometimes in my car  
I pound on the windows like a bee inside a jar  
  
Anxiety - Got me on the run  
Anxiety - Yeah, I just need someone  
Anxiety - Can't get nothin' done  
Anxiety - Spoils all the fun  
  
Anxiety - Got me on the run  
Anxiety - Yeah, I just need someone  
Anxiety - Can't get nothin' done  
Anxiety - Spoils all the fun  
  
Get Nervous... Get Nervous  
Get Nervous... Get Nervous  
Get Nervous... Get Nervous

",0.4591633379,2
Anxiety,6,Lack Of Comprehension,Death,"A condeming fear strikes down  
Things they cannot understand  
An excuse to cover up weaknesses that lie within  
Lies  
Laying your guilt and pain  
On people that had no part in the molding of a life  
That creates its destruction  
Lies  
Right before your very eyes  
A reflection of the mistakes  
To the end you will deny  
Your part in the demise of a life  
Lack of comprehension  
Thriving on your cliche  
Compelled by self-resentment  
  
[Solo: Schuldiner]  
  
Reaching into the minds of those that created  
The depression in which they  
In which they drowned their flesh and blood  
Lies  
So easy to blame the  
Everlasting fear on a pathetic attempt  
To justify the ending of life  
Lies  
Right before your very eyes  
A reflection of the mistakes  
To the end you will deny  
Your part in the demise of a life  
Lack of comprehension  
Thriving on your cliche  
Compelled by self-resentment

",0.434237361,1
Anxiety,7,Scene One: Regression,Dream Theater,"[H:]  
""Close your eyes and begin to relax. Take a deep breath, and let it out  
slowly. Concentrate on your breathing. With each breath you become more  
relaxed. Imagine a brilliant white light above you, focusing on this light as  
it flows through your body. Allow yourself to drift off as you fall deeper and  
deeper into a more relaxed state of mind. Now as I count backward from ten to  
one, you will fill more peaceful, and calm. Ten. Nine. Eight. Seven. Six. You  
will enter a safe place where nothing can harm you. Five. Four. Three. Two. If  
at any time you need to came back, all you must do is open your eyes. One.""  
  
[N:]  
Safe in the light that surrounds me  
Free of the fear and the pain  
My subconscious mind  
Starts spinning through time  
To rejoin the past once again  
  
Nothing seems real  
I'm starting to feel  
Lost in the haze of a dream  
  
And as I draw near  
The scene becomes clear  
Like watching my life on a screen  
  
Hello Victoria so glad to see you  
My friend  
  
[H: Hypnotist]  
[N: Nicholas]

",0.4223642349,1
Anxiety,8,Afraid,David Bowie,"I wish I was smarter  
I got so lost on the shore  
I wish I was taller  
Things really matter to me  
  
But I put my face in tomorrow  
I believe we're not alone  
I believe in Beatles  
I believe my little soul has grown  
And I'm still so afraid  
  
Yes, I'm still so afraid  
Yea, I'm still so afraid on my own  
On my own  
What made my life so wonderful?  
What made me feel so bad?  
I used to wake up the ocean  
I used to walk on clouds  
If I put faith in medication  
If I can smile a crooked smile  
If I can talk on television  
If I can walk an empty mile  
Then I won't feel afraid  
No, I won't feel afraid  
I won't be Be afraid  
Anymore  
Anymore  
Anymore

",0.4189327955,2
Anxiety,9,Take Your Pain Away,Eurythmics,"If I could find a way  
To soothe your troubled mind  
Then I would erase your fears  
And help you to unwind.  
I would ease the burden  
That you carry everyday.  
Oh, don't you know I'd find a cure  
And take your pain away.  
  
Take your pain away  
Take your pain away  
  
And even though you're far from here  
Don't forget I'm always near.  
Find comfort in these words I send  
In this cold world.  
  
Take your pain away  
Take your pain away  
  
For every aching heart  
For every broken soul  
  
So give up your worries  
They'll only do you harm.  
There is no need to be concerned  
It's just a false alarm.

",0.4093156159,2
Anxiety,10,I'm Afraid,Oingo Boingo,"Afraid of the dark  
Afraid of the light  
Don't walk in the park  
Afraid of the night  
Afraid to get stabbed  
Or hit by a car  
Afraid of the streets  
Afraid to go far  
Afraid of the sky  
Don't like to be high  
I don't want to fall  
Afraid I might die  
Afraid of my friends  
Don't like to be seen  
Afraid to be nice  
Afraid to be mean  
Afraid that the wind  
Will knock over trees  
Afraid of my dog  
Afraid of his fleas  
  
[Chorus:]  
Peace of mind  
Hard to keep  
Hard to find  
Look ahead  
Look behind  
Looking for  
Peace of mind  
Can't relax  
Can't unwind  
Deep inside  
Secret mind  
Oh no!  
  
Afraid to be caught  
Afraid to be free  
Afraid to make love  
Afraid of vd  
Afraid of the rain  
Don't like to get wet  
Afraid to take drugs  
They make me forget  
Afraid that the air  
Will make me get sick  
Afraid that a girl  
Will cut off my.... Oh!  
  
Someone tell me how it happened  
Why my head is so confused  
Can it be my circuits finally blew a fuse  
Can a human being really change into a humanoid  
Or is my imagination paranoid  
All I need is peace and quiet, maybe just a little time  
Turn the channel, turn the channel piece of mind  
  
[repeat chorus]  
  
Afraid of success  
Afraid to grow old  
Afraid that my brain  
Is covered with mold  
Afraid that I might  
Ce put on a shelf  
But that's not the least, oh, oh!  
Afraid of myself

",0.4083900452,2
Self-doubt,1,Believer,Ozzy Osbourne,"Watching the time go and feeling belief grow  
Rise above the obstacles  
People beseech me but they'll never teach me  
Things that I already know (I know)  
  
Dreams that have shattered may not have mattered  
Take another point of view  
Doubts will arise though like chasing a rainbow  
I can tell a thing or two (That's true)  
  
You've got to believe in yourself or no one  
Will believe in you  
Imagination like a bird on the wing  
Flying, free for you to use (O.K. baby)  
  
I can't believe they stop and stare  
And point their fingers doubting me  
Their disbelief suppresses them  
But they're not blind it's just that they won't see  
  
I'm a believer, I ain't no deceiver  
Mountains move before my eyes  
Destiny planned out I don't need no handout  
Speculation of the wise

",0.5360291004,1
Self-doubt,2,Alone,Ween,"When the life inside no doubt has died  
And you've turn your head away  
You tried to pay, but at the end of the day, it's you again, alone  
  
Alone, confined the mess in your mind  
When you can't relate to them  
You've reaped and sown, but little is known by those who aren't alone  
  
Why should a man learn not again what he has learned before?  
He's overcome but must succumb to what he's living for  
  
He tried and tried all those survived he missed, he's fallen short  
The little known, his heart of stone, will make him feel alone

",0.4995074272,2
